"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_and_covid","footnote"
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","25-34 years","11","1038","28",,,"41","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","35-44 years","24","1286","71","12","10","93",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","45-54 years","58","2359","150","29","33","212",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","55-64 years","103","5316","406","59","67","517",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","65-74 years","164","7596","710","94","56","836",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","75-84 years","202","8631","925","123","56","1060",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male","85 years and over","161","9581","961","86","50","1086",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Male Total","Male, all ages","723","36669","3274","409","288","3876",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","Under 1 year","0","179",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","1-4 years","0","27",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","5-14 years","0","46",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","15-24 years",,"178",,,,"13","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","25-34 years",,"386","15","0",,"24","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","35-44 years","13","636","41",,,"57","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","45-54 years","22","1351","88","13","20","117",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","55-64 years","35","3219","253","18","46","316",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","65-74 years","77","5274","451","48","47","527",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","75-84 years","127","7906","696","82","69","810",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female","85 years and over","223","13849","1195","137","62","1343",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Female Total","Female, all ages","501","33051","2755","305","264","3215",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","California Total","All sexes","All Ages","1224","69721","6029","714","552","7091",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","Under 1 year",,"45","0","0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","5-14 years","0","15","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","15-24 years",,"100",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","25-34 years",,"201",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","35-44 years",,"262","12",,,"18","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","45-54 years","15","374","23","10",,"34","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","55-64 years","28","839","71","16","10","93",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","65-74 years","59","1214","136","38",,"166","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","75-84 years","97","1330","155","67",,"189","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male","85 years and over","99","1311","133","59","10","181",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Male Total","Male, all ages","308","5696","536","195","45","692",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","Under 1 year",,"41",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","5-14 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","15-24 years",,"43",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","25-34 years","0","84",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","35-44 years",,"114",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","45-54 years",,"226","14",,,"20","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","55-64 years","11","525","37",,"11","52","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","65-74 years","47","855","75","26",,"103","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","75-84 years","69","1186","120","35",,"159","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female","85 years and over","109","2067","180","64","13","238",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Female Total","Female, all ages","243","5150","436","133","46","589",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Colorado Total","All sexes","All Ages","551","10846","972","328","91","1281",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","1-4 years","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","15-24 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","25-34 years","0","15",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","35-44 years",,"24",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","45-54 years",,"30",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","55-64 years",,"90",,,"0","11","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","65-74 years","12","144","11",,,"21","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","75-84 years","19","183","19",,,"33","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male","85 years and over","21","216","23",,,"45","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Male Total","Male, all ages","64","708","66","17",,"121","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","15-24 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","25-34 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","35-44 years",,"11",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","45-54 years","0","29","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Connecticut","Female","55-64 years",,"56",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
