Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-04-28,Ages_50-64_yrs,35900435,24887535,61.2,42.4,58699376
2021-04-27,Ages_50-64_yrs,35680703,24476948,60.8,41.7,58699376
2021-04-26,Ages_50-64_yrs,35507718,24209316,60.5,41.2,58699376
2021-04-25,Ages_50-64_yrs,35276802,23827045,60.1,40.6,58699376
2021-04-24,Ages_50-64_yrs,34964918,23232425,59.6,39.6,58699376
2021-04-23,Ages_50-64_yrs,34633172,22568041,59,38.4,58699376
2021-04-22,Ages_50-64_yrs,34301578,21913317,58.4,37.3,58699376
2021-04-21,Ages_50-64_yrs,33995719,21335166,57.9,36.3,58699376
2021-04-20,Ages_50-64_yrs,33721305,20855204,57.4,35.5,58699376
2021-04-19,Ages_50-64_yrs,33502693,20558243,57.1,35,58699376
2021-04-18,Ages_50-64_yrs,33271140,20177278,56.7,34.4,58699376
2021-04-17,Ages_50-64_yrs,32843071,19469968,56,33.2,58699376
2021-04-16,Ages_50-64_yrs,32397335,18767649,55.2,32,58699376
2021-04-15,Ages_50-64_yrs,31878234,18083044,54.3,30.8,58699376
2021-04-14,Ages_50-64_yrs,31392053,17434341,53.5,29.7,58699376
2021-04-13,Ages_50-64_yrs,30912252,16901506,52.7,28.8,58699376
2021-04-12,Ages_50-64_yrs,30547905,16498271,52,28.1,58699376
2021-04-11,Ages_50-64_yrs,30133256,15985341,51.3,27.2,58699376
2021-04-10,Ages_50-64_yrs,29560626,15338693,50.4,26.1,58699376
2021-04-09,Ages_50-64_yrs,28889692,14621081,49.2,24.9,58699376
2021-04-08,Ages_50-64_yrs,28227351,13965124,48.1,23.8,58699376
2021-04-07,Ages_50-64_yrs,27633857,13382714,47.1,22.8,58699376
2021-04-06,Ages_50-64_yrs,27142379,12929749,46.2,22,58699376
2021-04-05,Ages_50-64_yrs,25880653,11968639,44.1,20.4,58699376
2021-04-04,Ages_50-64_yrs,25876958,11960739,44.1,20.4,58699376
2021-04-03,Ages_50-64_yrs,25867139,11942534,44.1,20.3,58699376
2021-04-02,Ages_50-64_yrs,25127053,11398887,42.8,19.4,58699376
2021-04-01,Ages_50-64_yrs,24385139,10922426,41.5,18.6,58699376
2021-03-31,Ages_50-64_yrs,23740072,10536518,40.4,17.9,58699376
2021-03-30,Ages_50-64_yrs,23218231,10233418,39.6,17.4,58699376
2021-03-29,Ages_50-64_yrs,22878667,10038494,39,17.1,58699376
2021-03-28,Ages_50-64_yrs,22418156,9770114,38.2,16.6,58699376
2021-03-27,Ages_50-64_yrs,21706934,9416372,37,16,58699376
2021-03-26,Ages_50-64_yrs,20934351,9085669,35.7,15.5,58699376
2021-03-25,Ages_50-64_yrs,20141794,8801495,34.3,15,58699376
2021-03-24,Ages_50-64_yrs,19464471,8574550,33.2,14.6,58699376
2021-03-23,Ages_50-64_yrs,18860511,8372552,32.1,14.3,58699376
2021-03-22,Ages_50-64_yrs,18470571,8231027,31.5,14,58699376
2021-03-21,Ages_50-64_yrs,17976089,8060834,30.6,13.7,58699376
2021-03-20,Ages_50-64_yrs,17220536,7828053,29.3,13.3,58699376
2021-03-19,Ages_50-64_yrs,16416675,7602674,28,13,58699376
2021-03-18,Ages_50-64_yrs,15803934,7422127,26.9,12.6,58699376
2021-03-17,Ages_50-64_yrs,15160801,7228186,25.8,12.3,58699376
2021-03-16,Ages_50-64_yrs,14652806,7036988,25,12,58699376
2021-03-15,Ages_50-64_yrs,14309496,6898507,24.4,11.8,58699376
2021-03-14,Ages_50-64_yrs,13903354,6738296,23.7,11.5,58699376
2021-03-13,Ages_50-64_yrs,13315341,6526517,22.7,11.1,58699376
2021-03-12,Ages_50-64_yrs,12593489,6260482,21.5,10.7,58699376
2021-03-11,Ages_50-64_yrs,12013135,6052726,20.5,10.3,58699376
2021-03-10,Ages_50-64_yrs,11532527,5875737,19.6,10,58699376
2021-03-09,Ages_50-64_yrs,11157367,5725102,19,9.8,58699376
2021-03-08,Ages_50-64_yrs,10893369,5615720,18.6,9.6,58699376
2021-03-07,Ages_50-64_yrs,10566432,5483612,18,9.3,58699376
2021-03-06,Ages_50-64_yrs,10154712,5325148,17.3,9.1,58699376
2021-03-05,Ages_50-64_yrs,9728647,5167022,16.6,8.8,58699376
2021-03-04,Ages_50-64_yrs,9397585,5042144,16,8.6,58699376
2021-03-03,Ages_50-64_yrs,9146828,4935509,15.6,8.4,58699376
2021-03-02,Ages_50-64_yrs,8919418,4834864,15.2,8.2,58699376
2021-03-01,Ages_50-64_yrs,8737553,4757565,14.9,8.1,58699376
2021-02-28,Ages_50-64_yrs,8523711,4655005,14.5,7.9,58699376
2021-02-27,Ages_50-64_yrs,8260368,4507451,14.1,7.7,58699376
2021-02-26,Ages_50-64_yrs,8018903,4356928,13.7,7.4,58699376
2021-02-25,Ages_50-64_yrs,7815984,4210227,13.3,7.2,58699376
2021-02-24,Ages_50-64_yrs,7666522,4092681,13.1,7,58699376
2021-02-23,Ages_50-64_yrs,7549457,4002128,12.9,6.8,58699376
2021-02-22,Ages_50-64_yrs,7477283,3943756,12.7,6.7,58699376
2021-02-21,Ages_50-64_yrs,7387884,3857738,12.6,6.6,58699376
2021-02-20,Ages_50-64_yrs,7249531,3716528,12.4,6.3,58699376
2021-02-19,Ages_50-64_yrs,7112184,3590064,12.1,6.1,58699376
2021-02-18,Ages_50-64_yrs,6963897,3458995,11.9,5.9,58699376
2021-02-17,Ages_50-64_yrs,6845492,3357386,11.7,5.7,58699376
2021-02-16,Ages_50-64_yrs,6750562,3291908,11.5,5.6,58699376
2021-02-15,Ages_50-64_yrs,6700156,3249199,11.4,5.5,58699376
2021-02-14,Ages_50-64_yrs,6577709,3160463,11.2,5.4,58699376
2021-02-13,Ages_50-64_yrs,6388234,2990813,10.9,5.1,58699376
2021-02-12,Ages_50-64_yrs,6213565,2818331,10.6,4.8,58699376
2021-02-11,Ages_50-64_yrs,6060636,2668196,10.3,4.5,58699376
2021-02-10,Ages_50-64_yrs,5939859,2545189,10.1,4.3,58699376
2021-02-09,Ages_50-64_yrs,5812042,2428845,9.9,4.1,58699376
2021-02-08,Ages_50-64_yrs,5727406,2365569,9.8,4,58699376
2021-02-07,Ages_50-64_yrs,5625868,2287992,9.6,3.9,58699376
2021-02-06,Ages_50-64_yrs,5467418,2128562,9.3,3.6,58699376
2021-02-05,Ages_50-64_yrs,5281293,1950095,9,3.3,58699376
2021-02-04,Ages_50-64_yrs,5157693,1825841,8.8,3.1,58699376
2021-02-03,Ages_50-64_yrs,5036325,1705463,8.6,2.9,58699376
2021-02-02,Ages_50-64_yrs,4956405,1634572,8.4,2.8,58699376
2021-02-01,Ages_50-64_yrs,4897161,1601766,8.3,2.7,58699376
2021-01-31,Ages_50-64_yrs,4790058,1542913,8.2,2.6,58699376
2021-01-30,Ages_50-64_yrs,4624573,1442336,7.9,2.5,58699376
2021-01-29,Ages_50-64_yrs,4459688,1322211,7.6,2.3,58699376
2021-01-28,Ages_50-64_yrs,4296039,1180518,7.3,2,58699376
2021-01-27,Ages_50-64_yrs,4164979,1059801,7.1,1.8,58699376
2021-01-26,Ages_50-64_yrs,4049926,969365,6.9,1.7,58699376
2021-01-25,Ages_50-64_yrs,3959788,941888,6.7,1.6,58699376
2021-01-24,Ages_50-64_yrs,3844684,904216,6.5,1.5,58699376
2021-01-23,Ages_50-64_yrs,3652008,846946,6.2,1.4,58699376
2021-01-22,Ages_50-64_yrs,3482136,773022,5.9,1.3,58699376
2021-01-21,Ages_50-64_yrs,3301342,671813,5.6,1.1,58699376
2021-01-20,Ages_50-64_yrs,3162618,600099,5.4,1,58699376
2021-01-19,Ages_50-64_yrs,3062378,560262,5.2,1,58699376
2021-01-18,Ages_50-64_yrs,2995996,545828,5.1,0.9,58699376
2021-01-17,Ages_50-64_yrs,2887688,528095,4.9,0.9,58699376
2021-01-16,Ages_50-64_yrs,2711707,494761,4.6,0.8,58699376
2021-01-15,Ages_50-64_yrs,2524560,447263,4.3,0.8,58699376
2021-01-14,Ages_50-64_yrs,2359496,376865,4,0.6,58699376
2021-01-13,Ages_50-64_yrs,2226347,301670,3.8,0.5,58699376
2021-01-12,Ages_50-64_yrs,2101299,231508,3.6,0.4,58699376
2021-01-11,Ages_50-64_yrs,2035961,210114,3.5,0.4,58699376
2021-01-10,Ages_50-64_yrs,1946914,177072,3.3,0.3,58699376
2021-01-09,Ages_50-64_yrs,1793880,106028,3.1,0.2,58699376
2021-01-08,Ages_50-64_yrs,1638913,54730,2.8,0.1,58699376
2021-01-07,Ages_50-64_yrs,1476813,25050,2.5,0,58699376
2021-01-06,Ages_50-64_yrs,1336847,9766,2.3,0,58699376
2021-01-05,Ages_50-64_yrs,1229754,4532,2.1,0,58699376
2021-01-04,Ages_50-64_yrs,1193011,4185,2,0,58699376
2021-01-03,Ages_50-64_yrs,1148168,3973,2,0,58699376
2021-01-02,Ages_50-64_yrs,1106250,3873,1.9,0,58699376
2021-01-01,Ages_50-64_yrs,1003991,3569,1.7,0,58699376
2020-12-31,Ages_50-64_yrs,848083,3085,1.4,0,58699376
2020-12-30,Ages_50-64_yrs,719977,2458,1.2,0,58699376
2020-12-29,Ages_50-64_yrs,610805,1656,1,0,58699376
2020-12-28,Ages_50-64_yrs,578667,1469,1,0,58699376
2020-12-27,Ages_50-64_yrs,552243,1383,0.9,0,58699376
2020-12-26,Ages_50-64_yrs,532136,1308,0.9,0,58699376
2020-12-25,Ages_50-64_yrs,478295,1146,0.8,0,58699376
2020-12-24,Ages_50-64_yrs,359050,869,0.6,0,58699376
2020-12-23,Ages_50-64_yrs,258604,604,0.4,0,58699376
2020-12-22,Ages_50-64_yrs,190139,489,0.3,0,58699376
2020-12-21,Ages_50-64_yrs,159121,377,0.3,0,58699376
2020-12-20,Ages_50-64_yrs,122452,245,0.2,0,58699376
2020-12-19,Ages_50-64_yrs,58003,123,0.1,0,58699376
2020-12-18,Ages_50-64_yrs,20530,28,0,0,58699376
2020-12-17,Ages_50-64_yrs,4414,6,0,0,58699376
2020-12-16,Ages_50-64_yrs,472,0,0,0,58699376
2021-05-19,Ages_40-49_yrs,20783943,16000193,56.1,43.2,37058640
2021-05-18,Ages_40-49_yrs,20694393,15833517,55.8,42.7,37058640
2021-05-17,Ages_40-49_yrs,20630076,15724720,55.7,42.4,37058640
2021-05-16,Ages_40-49_yrs,20555222,15586480,55.5,42.1,37058640
2021-05-15,Ages_40-49_yrs,20449736,15388086,55.2,41.5,37058640
2021-05-14,Ages_40-49_yrs,20324811,15136698,54.8,40.8,37058640
2021-05-13,Ages_40-49_yrs,20230277,14929082,54.6,40.3,37058640
2021-05-12,Ages_40-49_yrs,20125112,14703550,54.3,39.7,37058640
2021-05-11,Ages_40-49_yrs,20040452,14527163,54.1,39.2,37058640
2021-05-10,Ages_40-49_yrs,19937641,14351617,53.8,38.7,37058640
2021-05-09,Ages_40-49_yrs,19817599,14131342,53.5,38.1,37058640
2021-05-08,Ages_40-49_yrs,19685476,13855245,53.1,37.4,37058640
2021-05-07,Ages_40-49_yrs,19536929,13563505,52.7,36.6,37058640
2021-05-06,Ages_40-49_yrs,19363943,13249381,52.3,35.8,37058640
2021-05-05,Ages_40-49_yrs,19182419,12973532,51.8,35,37058640
2021-05-04,Ages_40-49_yrs,19074860,12787333,51.5,34.5,37058640
2021-05-03,Ages_40-49_yrs,19010527,12675788,51.3,34.2,37058640
2021-05-02,Ages_40-49_yrs,18931528,12549995,51.1,33.9,37058640
2021-05-01,Ages_40-49_yrs,18790417,12326500,50.7,33.3,37058640
2021-04-30,Ages_40-49_yrs,18559522,11989134,50.1,32.4,37058640
2021-04-29,Ages_40-49_yrs,18380668,11718451,49.6,31.6,37058640
2021-04-28,Ages_40-49_yrs,18201832,11459684,49.1,30.9,37058640
2021-04-27,Ages_40-49_yrs,18041771,11245905,48.7,30.3,37058640
2021-04-26,Ages_40-49_yrs,17912264,11102175,48.3,30,37058640
2021-04-25,Ages_40-49_yrs,17744059,10898707,47.9,29.4,37058640
2021-04-24,Ages_40-49_yrs,17511522,10607801,47.3,28.6,37058640
2021-04-23,Ages_40-49_yrs,17272301,10300101,46.6,27.8,37058640
2021-04-22,Ages_40-49_yrs,17038003,9996279,46,27,37058640
2021-04-21,Ages_40-49_yrs,16810434,9734964,45.4,26.3,37058640
2021-04-20,Ages_40-49_yrs,16609883,9522942,44.8,25.7,37058640
2021-04-19,Ages_40-49_yrs,16452362,9392000,44.4,25.3,37058640
2021-04-18,Ages_40-49_yrs,16267039,9219956,43.9,24.9,37058640
2021-04-17,Ages_40-49_yrs,15960304,8941437,43.1,24.1,37058640
2021-04-16,Ages_40-49_yrs,15658731,8665889,42.3,23.4,37058640
2021-04-15,Ages_40-49_yrs,15321124,8389931,41.3,22.6,37058640
2021-04-14,Ages_40-49_yrs,15008600,8126768,40.5,21.9,37058640
2021-04-13,Ages_40-49_yrs,14710661,7902038,39.7,21.3,37058640
2021-04-12,Ages_40-49_yrs,14465525,7716046,39,20.8,37058640
2021-04-11,Ages_40-49_yrs,14202227,7506277,38.3,20.3,37058640
2021-04-10,Ages_40-49_yrs,13861299,7233656,37.4,19.5,37058640
2021-04-09,Ages_40-49_yrs,13475488,6947609,36.4,18.7,37058640
2021-04-08,Ages_40-49_yrs,13095891,6692187,35.3,18.1,37058640
2021-04-07,Ages_40-49_yrs,12755806,6468193,34.4,17.5,37058640
2021-04-06,Ages_40-49_yrs,12473599,6293582,33.7,17,37058640
2021-04-05,Ages_40-49_yrs,11772858,5907361,31.8,15.9,37058640
2021-04-04,Ages_40-49_yrs,11770814,5905139,31.8,15.9,37058640
2021-04-03,Ages_40-49_yrs,11765010,5899034,31.7,15.9,37058640
2021-04-02,Ages_40-49_yrs,11370143,5694400,30.7,15.4,37058640
2021-04-01,Ages_40-49_yrs,10997201,5511776,29.7,14.9,37058640
2021-03-31,Ages_40-49_yrs,10686449,5368637,28.8,14.5,37058640
2021-03-30,Ages_40-49_yrs,10446934,5250864,28.2,14.2,37058640
2021-03-29,Ages_40-49_yrs,10292322,5170959,27.8,14,37058640
2021-03-28,Ages_40-49_yrs,10064566,5060840,27.2,13.7,37058640
2021-03-27,Ages_40-49_yrs,9771181,4913304,26.4,13.3,37058640
2021-03-26,Ages_40-49_yrs,9441227,4782906,25.5,12.9,37058640
2021-03-25,Ages_40-49_yrs,9108081,4666637,24.6,12.6,37058640
2021-03-24,Ages_40-49_yrs,8837212,4574302,23.8,12.3,37058640
2021-03-23,Ages_40-49_yrs,8585374,4489939,23.2,12.1,37058640
2021-03-22,Ages_40-49_yrs,8421939,4425985,22.7,11.9,37058640
2021-03-21,Ages_40-49_yrs,8215522,4349947,22.2,11.7,37058640
2021-03-20,Ages_40-49_yrs,7923626,4245275,21.4,11.5,37058640
2021-03-19,Ages_40-49_yrs,7642354,4153320,20.6,11.2,37058640
2021-03-18,Ages_40-49_yrs,7419486,4080351,20,11,37058640
